Company,TypeName,Ram,OpSys,Weight,Price_euros,Screen,IPS Screen,Screen PPI,Cpu_brand,HDD,SSD,Gpu brand,os
HP,Notebook,8,Windows 10,2.1,794,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Gaming,16,Windows 10,4.42,2456.34,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,Windows 10,2.2,832,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,16,Windows 10,2.3,859.01,TouchScreen,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
Asus,Notebook,8,Windows 10,2,769,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,8,Windows 10,2.69,891,NormalScreen,No,127.3356746,Intel Core i5,500,256,Nvidia,Windows
HP,Notebook,8,Windows 10,1.9,1269,NormalScreen,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
Asus,Notebook,4,Windows 10,2.37,398.99,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,Windows 10,2.1,330,NormalScreen,No,100.4546699,AMD Processor,500,0,AMD,Windows
Lenovo,Gaming,16,Windows 10,3.2,1499,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Dell,Notebook,8,Windows 10,1.6,859,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,Windows 10,1.6,689,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,16,Linux,2.36,899,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
Acer,Notebook,4,Linux,2.1,390,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Asus,Notebook,4,Windows 10,2.2,575,NormalScreen,No,141.2119981,AMD Processor,1000,128,AMD,Windows
Asus,Gaming,32,Windows 10,4.7,3890,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Acer,Gaming,8,Windows 10,2.5,846,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,2.2,589,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
Asus,Notebook,8,Windows 10,2.1,1145,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Asus,Notebook,8,No OS,2.69,889,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Others/No OS/Linux
Dell,Gaming,8,Windows 10,2.56,879,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.38,1079,TouchScreen,Yes,158.4825302,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,2.2,985,NormalScreen,No,141.2119981,Intel Core i7,2000,128,AMD,Windows
HP,Notebook,8,Windows 10,2.04,559,TouchScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,16,Windows 10,3.6,2999,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,Windows 10,1.49,675,NormalScreen,Yes,165.6321181,Intel Core i5,500,0,Intel,Windows
Apple,Ultrabook,8,macOS,1.37,2040,NormalScreen,Yes,226.9830047,Intel Core i5,0,512,Intel,Mac
Dell,2 in 1 Convertible,8,Windows 10,2.08,819,TouchScreen,Yes,141.2119981,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,Windows 10,4.3,1799,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Asus,Notebook,4,Windows 10,1.68,469,NormalScreen,No,100.4546699,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1849,TouchScreen,Yes,158.4825302,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,Windows 10,3,702,NormalScreen,Yes,127.3356746,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,Windows 10,1.41,949,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,Windows 10,1.91,445.9,NormalScreen,No,100.4546699,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,Windows 10,2.9,1059,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,Windows 10,4.14,2499,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,2,1699,TouchScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.8,1142,NormalScreen,No,127.3356746,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,4,No OS,2.2,444,NormalScreen,No,141.2119981,Intel Core i3,0,256,Intel,Others/No OS/Linux
HP,Notebook,4,Windows 10,2.1,722,NormalScreen,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,Windows 10,2.18,657,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,Windows 10,2.24,565,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,Windows 10,2.67,799,TouchScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,Windows 10,1.1,1499,TouchScreen,No,165.6321181,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,No OS,2.2,467,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,8,Windows 10,2.5,1018,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,2.05,880,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,macOS,1.37,1958.9,NormalScreen,Yes,226.9830047,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,Windows 10,3.2,1549,NormalScreen,No,127.3356746,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,Linux,2.14,735.07,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,Windows 10,1.36,2499,TouchScreen,No,209.8006829,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,Windows 10,2.2,812,NormalScreen,No,100.4546699,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,Windows 10,2.3,713.07,NormalScreen,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,Linux,2.8,1099,NormalScreen,No,127.3356746,Intel Core i7,1000,128,AMD,Others/No OS/Linux
Acer,Notebook,8,Windows 10,2.2,745,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,Windows 10,2.8,489,NormalScreen,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,No OS,2.8,849,NormalScreen,No,127.3356746,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,Windows 10,2.8,859,NormalScreen,No,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,Linux,2.25,428,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,Windows 10,2.5,829,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,Windows 10,2.2,579,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,Windows 10,3,951,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,Windows 10,2.15,659,TouchScreen,Yes,141.2119981,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.95,1097,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,Windows 10,1.7,977,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,Windows 10,2.5,1179,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,No OS,2.2,659.01,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,Chrome OS,2.19,199,NormalScreen,No,100.4546699,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,8,Windows 10,3,1187,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,Windows 10,2.54,489,NormalScreen,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,Windows 10,2,1829,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,2.05,739,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,Windows 10,3.2,1299,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,Linux,2.5,979,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,16,Windows 10,3.42,2884.86,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,Windows 10,2.4,499,NormalScreen,No,141.2119981,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,Windows 10,1.63,1468,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,Windows 10,1.3,509,NormalScreen,No,111.9352036,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,Windows 10,2.9,2122,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,Windows 10,2.8,649,NormalScreen,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,No OS,2.2,549,NormalScreen,No,100.4546699,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,Windows 10,2.5,1265,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,No OS,2.2,359.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,Windows 10,1.28,1975,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,Windows 10,2.2,1043,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,2.3,819,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,Windows 10,1.86,469,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.1,999,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,Windows 10,1.21,2499,TouchScreen,Yes,331.2642361,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,Windows 10,2.8,2099,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,Windows 10,2.23,469,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,Windows 10,1.1,275,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,Windows 10,2.33,844,NormalScreen,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,Windows 10,1.29,2449,TouchScreen,Yes,331.2642361,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,Chrome OS,1.45,459.9,NormalScreen,No,117.8265301,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,Windows 10,1.95,980,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,Windows 10,1.4,485,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,Windows 10,1.48,1292,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.79,589,NormalScreen,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,Windows 10,2,1094,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,Windows 10,2.1,902,NormalScreen,Yes,100.4546699,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,Windows 10,2.2,659,NormalScreen,No,100.4546699,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,Windows 10,1.44,292,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,Windows 10,2.23,549,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,Windows 10,1.7,1049.9,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,Windows 10,1.26,1335,NormalScreen,No,176.2325736,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,Windows 10,2.06,2639,TouchScreen,No,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,Windows 10,2.7,1199,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,Windows 10,2,943,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,Windows 10,2,1334,NormalScreen,No,157.3505121,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.85,449,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,Windows 10,2.5,999,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,Windows 10,1.48,1268,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,Windows 10,1.9,1049,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,Windows 10,1.84,1144,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,Linux,2,274.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,Windows 10,2,1142.75,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,Linux,2.2,274.9,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,Windows 10,2.2,899,NormalScreen,No,141.2119981,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,Windows 10,2.1,716,NormalScreen,Yes,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,Windows 10,1.4,2099,TouchScreen,Yes,316.9650604,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,Windows 10,1.2,1579,NormalScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,Windows 10,2.4,1129,NormalScreen,Yes,141.2119981,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,Windows 10,1.44,279,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,Windows 10,1.88,1607.96,NormalScreen,No,141.2119981,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,Windows 10,1.5,375,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,Windows 10,1.9,663,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,Windows 10,2.06,2027.42,TouchScreen,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,Windows 10,1.84,1304,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,Windows 10,2.7,1409,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,Windows 10,2.6,1738.27,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,Windows 10,2.4,1403,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.02,970.9,NormalScreen,No,141.2119981,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,No OS,2.2,321.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Gaming,8,Windows 10,2.65,999,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.36,557.37,TouchScreen,No,100.4546699,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,Windows 10,1.36,1427,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,Windows 10,1.86,439,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,Windows 10,2,945,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,Windows 10,2.8,719,NormalScreen,No,106.1130621,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,Windows 10,1.86,639,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,No OS,2.2,499,NormalScreen,No,100.4546699,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
HP,Notebook,8,Windows 10,2.04,389,NormalScreen,No,100.4546699,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,Windows 10,2.8,1085,NormalScreen,No,127.3356746,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,No OS,2.4,809,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
Dell,Notebook,8,Windows 10,2.33,899,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,Windows 10,1.36,1750,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,Windows 10,2.26,1099,TouchScreen,No,141.2119981,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,Windows 10,2.1,426,NormalScreen,No,100.4546699,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,Windows 10,3.25,2199,NormalScreen,Yes,127.3356746,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,Windows 10,2.6,489,NormalScreen,No,106.1130621,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,Windows 10,1.62,869.01,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,Windows 10,1.91,488.99,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,Windows 10,1.59,553,NormalScreen,Yes,135.0942112,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,Windows 10,1.8,309,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,Windows 10,1.5,286,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,Linux,2.4,846,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,Windows 10,3.35,1191,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,No OS,1.85,403.5,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Others/No OS/Linux
Asus,Gaming,8,Windows 10,2.3,1655,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,1.5,1099,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,Windows 10,1.1,1748.9,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,Windows 10,1.13,2282,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.5,549,NormalScreen,Yes,165.6321181,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,Windows 10,2.23,1369,NormalScreen,No,141.2119981,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,Windows 10,2,2135,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,Windows 10,1.42,2509,TouchScreen,No,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,Windows 10,3,1039,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,Windows 10,3,1591,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,Windows 10,2.2,693.99,NormalScreen,Yes,100.4546699,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,Windows 10,2.7,1349,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,Linux,2.33,778.87,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
HP,Ultrabook,4,Windows 10,1.91,499,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,Windows 10,2.1,1229.56,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,Windows 10,1.9,938,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,Windows 10,1.78,2712,TouchScreen,No,282.4239962,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,Windows 10,1.13,2625,NormalScreen,Yes,209.8006829,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,306,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,Windows 10,2.9,1529,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,2.1,1144.5,NormalScreen,Yes,141.2119981,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,Linux,2.5,879,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
MSI,Gaming,16,Windows 10,2.8,2249,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,Windows 10,1.1,1873,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,Windows 10,1.2,1747,NormalScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,Windows 10,1.36,1680,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,409,NormalScreen,No,141.2119981,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,Windows 10,1.15,304.45,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,Windows 10,2.67,1925,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,Windows 10,1.7,1943,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,Windows 10,2.1,469,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,Windows 10,1.6,789.01,TouchScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,Windows 10,1.27,928,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,Linux,2.3,598.9,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Others/No OS/Linux
Dell,Notebook,4,Windows 10,1.65,689,NormalScreen,No,117.8265301,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,Windows 10,1.43,1500,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,2.14,539.95,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,Windows 10,1.75,1215.38,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,Windows 10,2,1899,TouchScreen,Yes,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,Windows 10,1.4,449,NormalScreen,Yes,267.338436,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,Windows 10,2.31,1427,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,Linux,2.3,597,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,Windows 10,4.42,2799,NormalScreen,Yes,169.7808994,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,Windows 10,2.62,1159,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.02,1142.4,NormalScreen,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,Linux,1.6,1099,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Others/No OS/Linux
HP,Gaming,12,Windows 10,3.35,1999,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,Windows 10,1.16,299,TouchScreen,Yes,189.9057905,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,Chrome OS,1.15,269,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,1.4,1010,NormalScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.7,599,NormalScreen,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,Windows 10,2.3,2445,NormalScreen,Yes,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,Windows 10,2.5,2449,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,Windows 10,3.2,1695,NormalScreen,No,127.3356746,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,Windows 10,2.1,347,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,Chrome OS,1.1,2199,TouchScreen,No,234.5074,Intel Core i7,0,512,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,Windows 10,1.32,2382,NormalScreen,No,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,Linux,2,559,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,2.8,519,NormalScreen,No,106.1130621,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,Windows 10,2.2,749,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,Windows 10,1.36,1429,NormalScreen,Yes,176.2325736,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,349,NormalScreen,No,141.2119981,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,Windows 10,2.2,1099,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,Windows 10,1.64,1179,NormalScreen,No,157.3505121,Intel Core i5,0,256,Nvidia,Windows
